review_id,text,label,label_id
4aa667a9-9f60-4959-afaf-63b3496b45e9,pelayanannya baik bagus ramah ramah tertib,positif,2
2a4bf9ff-833b-4f8a-98be-e30f60421917,aplikasi gak bermutu bukannya membantu malah bikin tambah ribet nomor udah diisi pulsa tapi tetep gak bisa emang dasarnya aplikasi rusak,negatif,0
11c09b88-8e9a-47fa-a2b4-ab5309b3b076,kenapa gak bisa d gunakan ada aa ini,negatif,0
10db72fa-e1c6-4d99-ab64-e3a9675f4d3f,kenapa setiap mau di update data selalu loading bahkan keluar sendiri tolong di perbaiki sistemnya supaya memudahkan,netral,1
34b97a98-aa35-4690-ab52-484f2217099c,kok susah banget daftarnya otp ke sms nungguin seharian gak bisa bisaa apk sekelas pemerintah dengan buget gede kok gitu apk milik swasta aja gak segede gitu anggarannya bagus banget tuh masa pemerintah gak bangeettt,negatif,0
20175c9b-c3e4-4195-b31c-f8d66781c19f,untuk veifikasi email susah banget dapat kodenya,negatif,0
707efddc-e350-4f0e-903d-8966c9724533,login aja dipersulit pake wajib daftar autodebit segala niat mau bayar buat aktifin eh malah dipaksa daftar autodebit dah lah ribet,negatif,0
dfbf7d25-a17f-4ba1-b068-4b5046b448fb,aplikasinya gak bisa dibuka padahal udh diinstal ulang makin lama pelayanan kesehatan bukannya mempernudah malah jadi sulit gak semua orang bisa teknologi pikirkan juga bagi yang gak bisa teknologi,negatif,0
95087bd0-9b32-4ad6-86d2-2163d2e9b980,jelek bgt nihh masa pasau registrasi pas lagi verivikasi kok nomor verivikasi nya kagak masuk2 yaa mana nunggu 200 san deting lagi kalo mau ngirim sampe sekarang kagak masuk2 tuh nomornya,netral,1
f81e2205-7457-4514-9092-1c051ce0fa3a,aplikasi sangat berguna cuma aplikasinya sangat jelek banget kalau mau masuk slalu gagal terus,negatif,0
c1b929d2-6dd8-411c-9673-c02e01cc2aea,sangat buruk lemot aplikasi murahan tolong diperbaiki bjgdm,negatif,0
d3358d0d-47fc-4e48-8235-121e0e7874b8,app bodoh app merugikan banyak org,netral,1
56b8629f-8bc7-40cf-89cd-f344cd3c82ad,verifikasi masih menggunakan pulsa pribadi melelahkan sekali jika harus verifikasi ketika pulsa habis musti beli dulu,negatif,0
a12b0d41-9882-41f5-bbb6-5e8077ca478a,mantap respon cepat saat pergantian email no hp,positif,2
ee6b5ca9-7cf4-4859-81ab-a3ec2d6066b2,tidak bisa di gunakan di hp custom rom,negatif,0
5bbc2a08-436b-4137-9996-ba19c77034a1,kode otp tidak di kirim sudah saya tunggu 2 kali selama 600 detik tetap sama tidak dikirim aplikasi tidak jelas cocok untuk bintang satu tidak rekomen banget,netral,1
f282136c-d1c1-4a16-beda-a74e3f009a00,update agak lemot,negatif,0
5bb0e121-5e28-43f5-aaac-7816fb96bb09,kenapa sih aplikasi buatan pemerintah gak ada yang bener ini udah daftar pas mau login malah gak bisa,negatif,0
f090658c-28be-4765-8dbc-9ea19c927bc2,verifikasi otp udah brpa x masukin nomor berbeda beda tp gx ada aplikasi menyusahkan ortu apa apa online,negatif,0
8fb67396-96d3-493b-8e2c-8b3916b9591a,kenapa gak bisa ambil antrian untuk ibu saya padahal 1 kk biasanya bisa da ada tertera pilihan untuk siapa antrian nya ini gak muncul,negatif,0
cfb9fc6c-e7dc-4077-ad39-8bc29d4c81c0,kenapa setelah di upgrade data saya hilang setelah di isi lagi katanya tidak terdaftar tolong dong solusinya gimana ini,negatif,0
c223c398-7aad-426b-a105-a472f4a51de2,inih gimana sih ko aku udah daftar tapi nomor verifikasi nya ngga muncul muncul tolong lah di perbaiki aku lgi butuh banget,negatif,0
56daccf8-1b7d-4fc7-a4e3-f8f138484062,keren banget,positif,2
9e994e41-76f7-4150-baa8-98de8c7a267b,baru download,negatif,0
c2b940f5-952d-4ec1-a02b-45e4bf0734cf,alkhamdulilah sangat mempermudah layanan kesehatan,positif,2
1fac3372-5518-4900-ba58-fb7253d76720,aplikasi ga mutu lebih sering error nya drpd bener nya bikin aplikasi buat orang sakit kuk ribet bgt bikin yg sakit tambah sakit jadi darting mulu aq mbok dibikin yg gampang tiap bln bisa dipastiin mesti log out dulu dah gitu nik ma pw yg dipake bener masih aja ga bisa masuk cuma maaf2 trs mana pw minta ganti2 muluu heran yg apliaksi bank aja ga sll minta ganti pw,negatif,0
cd65c1ca-a91c-48dd-8cb2-eaf2bb8d767b,ngelag parah suka logout sendiri payah,negatif,0
a89db156-10e3-4de7-b501-55b4ccb30a0f,daftar tapi kode sms otp gaa di kirim udah coba ganti nomor yg lain padahal pulsa jg masih ada gaa sistem bpjs nyaa gaa aplikasinya parahhh nii,negatif,0
438de006-eaca-4b7a-b9d5-88969ae1bc45,bagus cuma kadang suka keluar sendiri aplikasinya,netral,1
b65a269f-79fd-4e87-9ef1-c42ea910ad45,aplikasi ga guna rame rame kasih bintang 1,netral,1
918e83b2-d4b4-493f-a3d5-24b7d38d82a5,nyoba,netral,1
0b05f6d9-fe4e-4c0e-8690-cdce59b3a797,semakin dipersulit,negatif,0
65e8f119-8c06-4929-9813-c50c0935b8ed,susah daftar antrian gagal terhubung ke server,negatif,0
804dcbb9-4f60-43e2-b28f-094230618812,tolong lebih niat untuk aplikasinya,negatif,0
e1b26975-4ff1-4a2a-bd68-04c8d37bfd36,knp penambahan peserta nggak bisa y,negatif,0
6a4bd873-e1fe-42da-becc-4f7b6615010b,aplikasi tolol daftar awal pakek no 1 gagal ngirim otp harus ada pulsa pakek no 2 yg ada pulsa masuk otp langung pendaftaran berhasil sekarang mau rubah data malah yg terdaftar no hp yg 1 lagi,negatif,0
af1d5c2a-c49e-4b6b-beb6-3ada02a89978,mau vertifikasi akun tapi notifikasinya gak muncul udah 600 detik nunggu tapi tetep aja notif nya gak muncul mau lewat email tapi malah gak diperbolehkan,netral,1
3a8dceb5-4c9d-4561-9b88-569b9cb0615b,mau daftar di aplikasinya sewaktu memasukan nomor dan diminta masukan otp tadi sudah beberapa kali percobaan tapi otp tidak dikirim lewat sms jadi tidak bisa daftar di aplikasi,negatif,0
0c452daf-a1e2-497f-b1c6-018cf84b5cda,memudahkan lebih praktis,positif,2
da0707b2-e7f0-4743-8374-229e79c46f7b,jaringannya,netral,1
7001f215-abb9-4db5-9b9b-cb9e46317a1e,semoga kedepannya lebih baik dan terus baik,positif,2
d87cb31d-0301-49eb-b45c-cf78b0f86a3a,sering kali tidak muncul dokter yg dituju di aplikasi jkn akhirnya lewat wa daftar buat kontrol selanjutnya cuma lama sekali kalu lewat wa,netral,1
e7754056-fd9d-4d53-841d-f63f7ad45608,apasih aplikasinya daftar akun masukin nomor hp gak dapet kode verifikasi,negatif,0
7b521d00-29b6-4447-9ab3-e9b787208d20,sering lemot dibuka aplikasinya semoga segera berbenah,negatif,0
f6a05202-3422-4534-90d1-2fc19ab99ef6,berhari nyoba daftar akun susah bener,negatif,0
8408a6af-52b7-4735-a117-5e146a91ad03,ketika mau mendaftar untuk verifikasi nomor telpon tidak muncul kode verifikasinya tolong diperbaiki mau mendaftar tapi susahhh,negatif,0
79cf58e8-0f1e-4587-9776-e466adfd8396,kalau gratis emng susah padahal bayar pajak dimana mana masa iya mau make bpjs gratis karna emang program pemerintah ke dinas sosial banyak aja cara mereka supaya gak di kasih padahal denger denger dri warga kampung bisa dapet sekeluarga asal bayar 350k jelas jelas di kantor nya kawasan di larang pungli atau calo hadeh ada ada aja mafia nya,negatif,0
e9bbef86-747d-4723-9299-2c9b954c7784,verifikasi nomor handphone susah banget,negatif,0
246d206f-3d56-4a85-8616-485d4f13b363,setiap saya mau daftar registrasi no tlp nunggu kode verifikasi lama terus udah di tungguin tapi tidak dapet kode verifikasi nya kenapa ya,negatif,0
51b8d849-6fd2-40d1-9b86-1a9e69b118b6,untuk saat ini memuaskan,positif,2
a3084abc-badb-4962-9284-683eea261881,kenapa aplikasi ini kalau di buka sering disuruh mendaftar masukkan pin upadate,netral,1
b8d2aea1-281f-4e3c-b6ed-339aefceeb8e,tampilannya tidak bisa di screenshot ibu saya tidak bisa daftar sendiri jadi saya yg biasanya bantu mendaftarkan antrean trs saya ss lalu kirim ke wa ini kalo ga bisa di ss trs ibu saya kontrol ke rs antreannya bagaimana,negatif,0
e492143e-7db2-42d7-817d-77d65291878a,sangatlah membantu bagi warga indonesia,positif,2
c3f1287d-fc3a-4e48-9115-458dc63601d3,ga jelas gabisa daftar padahal tinggal vermuk doang tapi ga d acc hapus aja mending,negatif,0
786a9198-7a75-4c7c-b06c-ddaa37091cb3,baru coba bismillahirrahmanirrahim semoga bisa,negatif,0
6e8a05ae-d948-432b-aa97-6469edf34fd2,tiba tiba hampir semua fitur terkunci saya tidak bisa menggunakan aplikasi ini lagi masuk dari awal tidak bisa dikonfirmasi selalu gangguan selama berbulan bulan mendaftar ulang tidak bisa juga re install tetap tidak bisa,negatif,0
09885952-0a27-4b92-9877-b42ff3420316,udah ga bisa ubah faskes ya udah 2 bulan nih coba melulu tapi kagak bisa udah di update uninstal instal lagi tetap aja down,negatif,0
3aed791e-9889-4499-b2bb-a58b668be892,aplikasi rusak verifikasi dari sms bermasalah sudah dilakukan berulang kali tetap tidak masuk tolong gimana indonesia maju mengurus ini saja tidak bisa,negatif,0
e7226cd1-2dea-4ceb-8e0a-692e41892822,saya pikir hp saya yang bermasalah ternyata sistemnya toh udah login tapi tidak bisa alasan nik tidak terdaftar mohon hubungi dukcapil hello sebelumnya tidak pernah seperti ini tolong benahi agar mudah dipakai dan digunakan jika mau di gunakan saat urgent begini hidup sudah ribet jangan di tambah ribet karena apk ini saja tks,negatif,0
a3889202-669e-4b8c-b7aa-c50b12f354db,saya mau rubah alamat kok ga bisa bisa ya udh lebih dari 7 kali di rumah tapi tetep ga berbuah yg berubah hanya faskes nya saja tolong di bantu ya kak admin terimakasih,negatif,0
e39207b0-e3a2-4d10-a637-9f1bf5bbd883,kadang nggak bisa dibuka aplikasinya,negatif,0
2a82100d-2834-4173-ad7d-8965e7152ad8,kenapa sekarang sering eror nih aplikasi mau download aja susah,negatif,0
bb675319-0921-45a0-bc4d-17a0d381baa4,aplikasi ribet apa apa sms pulsa jaman sekarang jir pake pulsa apalagi di suruh daftar auto debit kan kalo daftar mah tinggal daftar segala minta sms dari mbanking nya aneh kalo ngga daftar ke log out kan aneh yaa gabisa bikin aplikasi ni orang ketika aplikasinya di butuhin cepat tapi gabisa karna ke logout lah masukan data yg ga kebaca baca lah tapi giliran masalah pembayara kudu cepet padahal belum tanggalnya masih jauh dari tanggalnya rill aplikasi sampah,negatif,0
338da127-0fe7-44c9-a77b-99a02368c65c,lumayan bagus membantu sekali,positif,2
b4047be0-d06c-4571-80ad-f5fcf476b7e3,aku nda ngerti mksudnya ini satu hp satu nik buat cari peserta yg satu kartu keluarga nda bisa,netral,1
380b5ca8-ed59-4858-a67b-9f375ff7a6f4,kaga bisa log in pea,negatif,0
72fd8164-ce1c-4f6d-a137-000503dff7eb,masukan buat po 1 captcha nya tidak mudah dibaca mempersulit user please pake font captcha yang bisa dibaca biar gak salah2 ketika user input 2 mau cari lokasi faskes berdasarkan daerah yg dituju misal di luar kota dr lokasi saat ini tidak bisa hanya bisa berdasarkan lokasi terdekat saat ini 3 terlalu banyak pop up ganggu bangeetttt,negatif,0
319da475-8865-4239-b0cd-8f5973bb97b1,tolong admin saya mau daftar buat besok berobat ga bisa ih kpn selesai pemeliharaan sistemnya,negatif,0
90fcdc8e-b147-4266-9c49-bf18aa3325fe,ini bagian verivikasi kenapa gagal terus ya,negatif,0
416aa2fb-07f9-43c3-b1e8-0b78ce606061,gimana ini aplikasi keluar sendiri mau login lagi disuruh isi captcha tapi kode captcha nya ga keluar gimana mau login mau kontrol harus pakai mobile jkn tp malah ga bisa padahal saya bpjs mandiri yg berbayar tolonglah perbaiki min besok mau komtrol,negatif,0
2b31130b-4846-48fc-9db4-542c3f3b72d7,kepada bpjs kesehatan saya komplain pembayaran iuran bpjs kesehatan baik yg telat bayar tepat waktu bayar harus ada fitur tersendiri diaplikasi jkn terjadi pada saya problem di pihak bpjs kesehatan berimbas kepada pengguna bpjs kesehatan itu sendiri uang iuran yg terbayar ke bpjs kesehatan terlampau banyak kelas 3 yg seharusnya 35k di aplikasi jkn tertulis 105k per orang dalam 1 keluarga dan itu mejadi masalah apabila tidak ada pengaduan ke pihak bpjs kesehatan problem minta solusi bpj,negatif,0
b1ad381b-4566-4cb7-8af8-226169635d8d,bagus sih aplikasi nya tapi suka error,netral,1
fec01603-22c5-4d72-86f7-83427342c698,jaringan selalu eror ngak bs buat apa2,negatif,0
09cf25f4-1b36-4224-ac63-79ce95f3843c,loading mulu,netral,1
8f5913d8-1915-4ae9-a4cb-68363452c397,tiba2 akun keluar sendiri udh dimasukan email dan nomor terdaftar tetap salah tolong dong diperbaiki lg aplikasi mobile jkn,negatif,0
3e045d56-d718-4689-845b-94514d94da8c,untuk beberapa sih bagus tapi waktu mau login susah sekali dari captcha salah sampe minta verivikasi melalui sms pun gagal terus padahal sinyal bagus dan nomor hp masih aktif mohon perhatianmya,negatif,0
15f5905f-8e12-45bb-981c-a40f7625df84,oke sip cm sayang aktivasi agsk lemot alias lama,positif,2
dc8db214-ba9b-45cf-85c0-6f56c59e1db8,aplikasi x agak payah mau daftar aja susah banget,negatif,0
d385968e-851f-40e4-b04a-22e4e10f5904,masih dalam masa mencoba,netral,1
127889db-ce7f-4211-bdd8-f5d0a1990f64,verifikasi nomor hp nya susah ga masuk masuk aplikasi hama,negatif,0
a6a4ab8a-0b99-4381-a207-5c74f35a3b84,aplikasi sering ga sinkron sama agak lama padahal sering di update trs di refresh juga,negatif,0
34dadab6-663e-427d-9248-1804ccfb7897,apaan nih aplikasi keluar logout sendiri katanya masuk di perangkat lain udah gitu sekarang mau masuk kaga bisa erorr gangguan dll mau cek bpjs jadi susah,negatif,0
f961c3c4-84aa-49c4-b202-8a4b6945cb65,kenapa aplikasi saya ada notif periksa internet terus menerus sehingga tidak bisa di pakai sedangkan kuota dan saat tersambung wifi selalu full jaringan,negatif,0
b334324c-0bc4-455b-ac77-73db194c0461,apk ga recommend mau daftar dipersulit kode tidak masuk masuk,negatif,0
